time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20130408:2100,18.58,17.04,0,0,0,299.43,7.18,195,100044
20130408:2200,17.92,17.2,0,0,0,297.92,7.36,197,100028
20130408:2300,17.27,17.36,0,0,0,296.4,7.54,200,100011
20130409:0000,16.64,17.32,0,0,0,293.98,7.13,203,100008
20130409:0100,16.02,17.28,0,0,0,291.57,6.71,207,100005
20130409:0200,15.39,17.24,0,0,0,289.15,6.29,210,100001
20130409:0300,14.86,17.38,0,0,0,287.68,5.79,211,100028
20130409:0400,14.33,17.53,0,0,0,286.22,5.29,212,100054
20130409:0500,13.79,17.67,0,0,0,284.75,4.79,213,100080
20130409:0600,16.3,15.42,138,321.35,75,288.57,5.15,214,100116
20130409:0700,18.8,13.17,363,573.25,131,292.38,5.52,216,100153
20130409:0800,21.31,10.92,575,685.65,170,296.2,5.89,217,100189
20130409:0900,23.2,9.89,668,495.08,301,307.6,5.94,220,100146
20130409:1000,25.08,8.85,776,508.1,346,319,5.98,222,100103
20130409:1100,26.97,7.82,880,634.39,310,330.4,6.03,225,100060
20130409:1200,27.48,7.89,934,792.73,225,342.25,6.19,224,100001
20130409:1300,28,7.95,812,630.55,286,354.1,6.35,223,99942
20130409:1400,28.51,8.02,468,135.72,370,365.95,6.51,221,99883
20130409:1500,27.57,8.64,341,109.62,279,368.23,6.14,216,99880
20130409:1600,26.62,9.26,326,521.97,130,370.52,5.77,211,99876
20130409:1700,25.68,9.88,27,0,27,372.8,5.41,205,99873
20130409:1800,24.82,10.34,0,0,0,373.93,5.39,208,99922
20130409:1900,23.97,10.81,0,0,0,375.07,5.38,211,99972
20130409:2000,23.11,11.27,0,0,0,376.2,5.37,214,100021
20130409:2100,22.37,11.66,0,0,0,374.07,5.03,218,99998
20130409:2200,21.62,12.05,0,0,0,371.93,4.69,222,99975
20130409:2300,20.88,12.44,0,0,0,369.8,4.34,226,99952
20130410:0000,20.5,12.67,0,0,0,368.25,4.69,232,99949
20130410:0100,20.12,12.9,0,0,0,366.7,5.03,238,99945
20130410:0200,19.74,13.13,0,0,0,365.15,5.38,244,99942
20130410:0300,19.21,13.46,0,0,0,360.78,4.94,239,99968
20130410:0400,18.68,13.79,0,0,0,356.42,4.5,235,99995
20130410:0500,18.14,14.12,0,0,0,352.05,4.06,230,100021
20130410:0600,20.03,13.31,13,0,13,349.95,4.26,228,100074
20130410:0700,21.92,12.5,182,29.35,170,347.85,4.47,225,100126
20130410:0800,23.81,11.69,449,272.48,287,345.75,4.68,223,100179
20130410:0900,24.77,11.36,736,683.39,227,347.18,4.46,230,100139
20130410:1000,25.74,11.04,884,792.26,211,348.62,4.25,238,100100
20130410:1100,26.7,10.71,958,842.05,199,350.05,4.04,245,100060
20130410:1200,27.38,10.71,937,792.66,226,349.2,4.24,261,100001
20130410:1300,28.07,10.7,854,743.5,232,348.35,4.45,278,99942
20130410:1400,28.75,10.7,737,760.72,186,347.5,4.65,294,99883
20130410:1500,27.85,11.93,530,598.79,190,341.48,3.69,303,99890
20130410:1600,26.96,13.16,321,481.8,139,335.47,2.73,312,99896
20130410:1700,26.06,14.39,83,95.77,67,329.45,1.77,322,99903
20130410:1800,24.71,15.97,0,0,0,326.42,1.87,320,99975
20130410:1900,23.37,17.56,0,0,0,323.38,1.98,318,100047
20130410:2000,22.02,19.14,0,0,0,320.35,2.08,317,100120
20130410:2100,20.86,21.08,0,0,0,317.98,2.09,319,100120
20130410:2200,19.69,23.02,0,0,0,315.62,2.09,321,100120
20130410:2300,18.52,24.96,0,0,0,313.25,2.1,324,100120
20130411:0000,18.25,26.15,0,0,0,310.17,2.41,312,100123
20130411:0100,17.98,27.34,0,0,0,307.08,2.72,301,100126
20130411:0200,17.71,28.53,0,0,0,304,3.03,289,100130
20130411:0300,16.76,30.09,0,0,0,302.42,2.88,309,100169
20130411:0400,15.81,31.65,0,0,0,300.83,2.72,328,100208
20130411:0500,14.85,33.21,0,0,0,299.25,2.57,347,100248
20130411:0600,17.62,29.5,152,380.82,74,305.32,2.31,6,100281
20130411:0700,20.4,25.8,368,556.96,138,311.38,2.05,25,100314
20130411:0800,23.17,22.09,577,661.86,181,317.45,1.79,44,100346
20130411:0900,24.55,19.75,761,755.08,196,326.77,1.43,57,100297
20130411:1000,25.93,17.42,887,792.87,211,336.08,1.07,70,100248
20130411:1100,27.31,15.08,956,826.15,209,345.4,0.7,84,100199
20130411:1200,27.83,15.4,939,793.75,225,345.97,0.94,71,100146
20130411:1300,28.35,15.71,851,729.49,239,346.53,1.17,58,100093
20130411:1400,28.87,16.03,731,732.24,199,347.1,1.41,45,100041
20130411:1500,28.14,16.55,532,600,190,342.02,1.27,51,100031
20130411:1600,27.4,17.06,319,463.18,143,336.93,1.14,57,100021
20130411:1700,26.67,17.58,81,76.73,68,331.85,1.01,64,100011
20130411:1800,24.93,20.09,0,0,0,329.55,0.91,71,100057
20130411:1900,23.2,22.6,0,0,0,327.25,0.8,79,100103
20130411:2000,21.46,25.11,0,0,0,324.95,0.7,87,100149
20130411:2100,20.44,26.28,0,0,0,322.15,0.97,89,100120
20130411:2200,19.41,27.44,0,0,0,319.35,1.25,92,100090
20130411:2300,18.38,28.61,0,0,0,316.55,1.52,95,100060
20130412:0000,17.84,30.22,0,0,0,315.38,1.37,89,100041
20130412:0100,17.31,31.83,0,0,0,314.22,1.21,82,100021
20130412:0200,16.77,33.44,0,0,0,313.05,1.06,76,100001
20130412:0300,16.57,33.11,0,0,0,311.45,1.64,83,100018
20130412:0400,16.36,32.78,0,0,0,309.85,2.22,90,100034
20130412:0500,16.15,32.45,0,0,0,308.25,2.8,96,100051
20130412:0600,19.38,27.2,158,401.65,74,312.92,2.83,96,100083
20130412:0700,22.6,21.96,395,688.25,108,317.58,2.86,96,100116
20130412:0800,25.83,16.71,577,651.12,185,322.25,2.9,97,100149
20130412:0900,27.25,15.19,739,671.84,234,329.65,2.63,94,100110
20130412:1000,28.68,13.68,880,763.15,227,337.05,2.37,91,100070
20130412:1100,30.1,12.16,948,794.97,227,344.45,2.11,88,100031
20130412:1200,30.44,12.98,931,762.72,243,345.75,2.23,83,99978
20130412:1300,30.79,13.81,844,701.34,254,347.05,2.36,79,99926
20130412:1400,31.13,14.63,725,703.97,212,348.35,2.48,75,99873
20130412:1500,30.13,15.79,522,552.3,206,345.3,2.78,73,99867
20130412:1600,29.13,16.94,317,444.81,147,342.25,3.08,71,99860
20130412:1700,28.13,18.1,64,23.29,60,339.2,3.38,68,99853
20130412:1800,26.7,19.8,0,0,0,338.13,3.66,67,99906
20130412:1900,25.28,21.49,0,0,0,337.07,3.94,66,99959
20130412:2000,23.85,23.19,0,0,0,336,4.22,65,100011
20130412:2100,23.04,24.24,0,0,0,333.23,4.38,64,99998
20130412:2200,22.22,25.28,0,0,0,330.47,4.54,64,99985
20130412:2300,21.41,26.33,0,0,0,327.7,4.7,63,99972
20130413:0000,20.94,27.04,0,0,0,325.07,4.86,64,99968
20130413:0100,20.47,27.74,0,0,0,322.43,5.02,64,99965
20130413:0200,20,28.45,0,0,0,319.8,5.17,64,99962
20130413:0300,19.74,29.9,0,0,0,317.9,6.18,65,100005
20130413:0400,19.48,31.35,0,0,0,316,7.19,66,100047
20130413:0500,19.21,32.8,0,0,0,314.1,8.19,66,100090
20130413:0600,21.22,30.01,171,487.35,67,317.93,8.54,68,100123
20130413:0700,23.24,27.23,340,391.94,175,321.77,8.88,70,100156
20130413:0800,25.25,24.44,535,487.03,240,325.6,9.23,72,100189
20130413:0900,27.24,21.33,721,606.63,263,334.25,9.29,74,100143
20130413:1000,29.24,18.23,884,763.98,228,342.9,9.35,75,100097
20130413:1100,31.23,15.12,967,843.18,200,351.55,9.41,76,100051
20130413:1200,32.08,14.48,971,873.43,181,356.48,9.66,76,99988
20130413:1300,32.94,13.83,851,714.88,248,361.42,9.91,76,99926
20130413:1400,33.79,13.19,731,719.68,205,366.35,10.17,77,99863
20130413:1500,32.72,15.31,530,576.37,199,364.73,10.36,72,99890
20130413:1600,31.64,17.43,361,684.21,98,363.12,10.56,67,99916
20130413:1700,30.57,19.55,120,310.12,66,361.5,10.76,62,99942
20130413:1800,28.73,23.83,0,0,0,357.82,11.24,62,100018
20130413:1900,26.9,28.12,0,0,0,354.13,11.72,62,100093
20130413:2000,25.06,32.4,0,0,0,350.45,12.21,63,100169
20130413:2100,23.57,36.06,0,0,0,344.27,12.13,63,100172
20130413:2200,22.08,39.72,0,0,0,338.08,12.05,63,100176
20130413:2300,20.59,43.38,0,0,0,331.9,11.97,62,100179
20130414:0000,20.26,43.92,0,0,0,331.85,11.89,62,100146
20130414:0100,19.93,44.47,0,0,0,331.8,11.81,62,100113
20130414:0200,19.59,45.01,0,0,0,331.75,11.72,62,100080
20130414:0300,19.16,44.85,0,0,0,329.88,11.67,62,100097
20130414:0400,18.73,44.7,0,0,0,328.02,11.61,62,100113
20130414:0500,18.29,44.54,0,0,0,326.15,11.56,62,100130
20130414:0600,20.11,38.93,144,248.16,90,329.37,11.74,64,100143
20130414:0700,21.93,33.33,369,510.7,152,332.58,11.92,66,100156
20130414:0800,23.75,27.72,575,615.45,200,335.8,12.1,68,100169
20130414:0900,25.86,24.09,733,633.03,253,344.43,12,70,100110
20130414:1000,27.98,20.45,912,841.46,187,353.07,11.9,72,100051
20130414:1100,30.09,16.82,975,859.38,191,361.7,11.81,74,99991
20130414:1200,31.57,16.56,973,874.43,180,369.5,11.51,77,99929
20130414:1300,33.05,16.3,934,980.23,105,377.3,11.21,81,99867
20130414:1400,34.53,16.04,671,526.61,285,385.1,10.91,84,99804
20130414:1500,33.53,17.85,454,324.44,267,385.9,11.31,77,99820
20130414:1600,32.53,19.67,88,0,88,386.7,11.7,71,99837
20130414:1700,31.53,21.48,101,158.68,73,387.5,12.1,64,99853
20130414:1800,29.94,24.35,0,0,0,390.05,12.22,65,99932
20130414:1900,28.35,27.21,0,0,0,392.6,12.34,67,100011
20130414:2000,26.76,30.08,0,0,0,395.15,12.47,68,100090
20130414:2100,25.62,32.06,0,0,0,394.45,12.02,68,100090
20130414:2200,24.48,34.03,0,0,0,393.75,11.57,68,100090
20130414:2300,23.34,36.01,0,0,0,393.05,11.12,67,100090
20130415:0000,22.4,37.2,0,0,0,379.97,10.89,63,100051
20130415:0100,21.46,38.4,0,0,0,366.88,10.66,58,100011
20130415:0200,20.51,39.59,0,0,0,353.8,10.43,53,99972
20130415:0300,19.91,40.26,0,0,0,350.48,10.14,51,100008
20130415:0400,19.31,40.92,0,0,0,347.17,9.85,49,100044
20130415:0500,18.7,41.59,0,0,0,343.85,9.56,48,100080
20130415:0600,20.27,37.71,65,4.51,64,354.07,9.46,50,100113
20130415:0700,21.85,33.82,51,0,51,364.28,9.37,52,100146
20130415:0800,23.42,29.94,207,1.63,206,374.5,9.27,54,100179
20130415:0900,25.01,26.53,264,1.31,263,383.75,8.63,55,100139
20130415:1000,26.6,23.11,431,33.55,402,393,7.99,55,100100
20130415:1100,28.19,19.7,434,24.05,412,402.25,7.35,56,100060
20130415:1200,28.76,21.27,611,147.38,477,403.27,6.64,57,100005
20130415:1300,29.32,22.83,460,54.25,414,404.28,5.94,57,99949
20130415:1400,29.89,24.4,522,199.98,375,405.3,5.23,58,99893
20130415:1500,29.28,25.08,584,786.56,129,401.35,4.85,57,99913
20130415:1600,28.68,25.76,111,0,111,397.4,4.46,55,99932
20130415:1700,28.07,26.44,29,0,29,393.45,4.08,54,99952
20130415:1800,27.19,27.59,0,0,0,386.08,4.49,57,100008
20130415:1900,26.31,28.73,0,0,0,378.72,4.9,60,100064
20130415:2000,25.43,29.88,0,0,0,371.35,5.31,63,100120
20130415:2100,24.58,31.6,0,0,0,367.53,5.21,61,100130
20130415:2200,23.73,33.32,0,0,0,363.72,5.11,59,100139
20130415:2300,22.88,35.04,0,0,0,359.9,5.01,56,100149
20130416:0000,22.11,35.72,0,0,0,359.17,5.54,55,100146
20130416:0100,21.35,36.39,0,0,0,358.43,6.07,53,100143
20130416:0200,20.58,37.07,0,0,0,357.7,6.61,52,100139
20130416:0300,19.97,38.33,0,0,0,357.55,6.73,52,100176
20130416:0400,19.35,39.6,0,0,0,357.4,6.85,53,100212
20130416:0500,18.73,40.86,0,0,0,357.25,6.97,53,100248
20130416:0600,19.62,38.22,73,8.86,71,357.83,6.99,56,100274
20130416:0700,20.51,35.59,284,180.32,206,358.42,7.01,58,100300
20130416:0800,21.4,32.95,420,180.1,309,359,7.03,60,100327
20130416:0900,23.19,29.5,829,942.97,108,364.57,6.71,60,100291
20130416:1000,24.99,26.04,903,795.58,213,370.13,6.39,60,100254
20130416:1100,26.78,22.59,796,409.85,420,375.7,6.07,59,100218
20130416:1200,27.27,21.72,1015,993.95,109,373.78,5.95,58,100172
20130416:1300,27.76,20.86,939,981.15,105,371.87,5.84,56,100126
20130416:1400,28.25,19.99,729,691.88,219,369.95,5.72,55,100080
20130416:1500,27.54,21.41,598,842.35,109,367.28,5.45,57,100113
20130416:1600,26.83,22.83,355,606.34,118,364.62,5.18,59,100146
20130416:1700,26.12,24.25,35,0,35,361.95,4.91,61,100179
20130416:1800,24.93,26.97,0,0,0,357.27,5.61,61,100261
20130416:1900,23.74,29.68,0,0,0,352.58,6.31,62,100343
20130416:2000,22.55,32.4,0,0,0,347.9,7.01,62,100425
20130416:2100,21.41,35.64,0,0,0,342.63,6.92,62,100442
20130416:2200,20.26,38.87,0,0,0,337.37,6.84,61,100458
20130416:2300,19.11,42.11,0,0,0,332.1,6.76,61,100475
20130417:0000,18.24,45.11,0,0,0,327.6,6.48,60,100471
20130417:0100,17.38,48.11,0,0,0,323.1,6.2,60,100468
20130417:0200,16.51,51.11,0,0,0,318.6,5.92,60,100465
20130417:0300,16.02,52.51,0,0,0,315.73,5.71,60,100498
20130417:0400,15.53,53.91,0,0,0,312.87,5.51,60,100531
20130417:0500,15.04,55.31,0,0,0,310,5.31,60,100563
20130417:0600,16.77,48.34,169,352.35,88,313.52,5.37,61,100593
20130417:0700,18.5,41.38,394,582.16,140,317.03,5.42,62,100623
20130417:0800,20.23,34.41,596,656.73,189,320.55,5.48,64,100652
20130417:0900,21.94,29.33,799,820.66,169,327.67,5.53,64,100596
20130417:1000,23.66,24.25,911,812.6,204,334.78,5.59,64,100540
20130417:1100,25.37,19.17,988,877.3,181,341.9,5.64,65,100485
20130417:1200,26.06,18.3,980,875.51,180,342.9,5.42,63,100432
20130417:1300,26.76,17.42,884,790.98,210,343.9,5.19,61,100379
20130417:1400,27.45,16.55,718,652.11,236,344.9,4.97,59,100327
20130417:1500,26.75,17.85,452,308.99,272,341.75,4.64,58,100323
20130417:1600,26.06,19.16,268,216.28,183,338.6,4.31,58,100320
20130417:1700,25.36,20.46,25,0,25,335.45,3.99,57,100317
20130417:1800,24.28,22.54,0,0,0,333.85,3.94,61,100356
20130417:1900,23.2,24.61,0,0,0,332.25,3.89,65,100396
20130417:2000,22.12,26.69,0,0,0,330.65,3.85,69,100435
20130417:2100,21.37,29.26,0,0,0,329.67,4.15,74,100442
20130417:2200,20.61,31.84,0,0,0,328.68,4.46,80,100448
20130417:2300,19.86,34.41,0,0,0,327.7,4.76,85,100455
20130418:0000,18.91,36.6,0,0,0,323.97,4.56,84,100455
20130418:0100,17.96,38.8,0,0,0,320.23,4.36,82,100455
20130418:0200,17.01,40.99,0,0,0,316.5,4.17,81,100455
20130418:0300,16.59,42.07,0,0,0,314.42,4.02,79,100475
20130418:0400,16.17,43.14,0,0,0,312.33,3.87,77,100494
20130418:0500,15.74,44.22,0,0,0,310.25,3.72,75,100514
20130418:0600,17.59,38.71,191,500.3,74,313.63,4.1,75,100527
20130418:0700,19.44,33.19,414,665.94,121,317.02,4.48,75,100540
20130418:0800,21.29,27.68,624,754.32,154,320.4,4.86,76,100554
20130418:0900,22.8,25.13,807,836.92,162,326.55,4.95,75,100498
20130418:1000,24.32,22.59,939,892.6,160,332.7,5.05,74,100442
20130418:1100,25.83,20.04,1017,961.75,130,338.85,5.14,73,100386
20130418:1200,26.35,19.76,1009,959.67,130,339.77,4.95,69,100314
20130418:1300,26.88,19.47,906,853.48,177,340.68,4.76,66,100241
20130418:1400,27.4,19.19,787,886.49,130,341.6,4.57,62,100169
20130418:1500,26.72,20.52,572,706.52,159,338.67,4.08,62,100169
20130418:1600,26.05,21.86,351,564.39,128,335.73,3.6,63,100169
20130418:1700,25.37,23.19,98,113.07,77,332.8,3.12,63,100169
20130418:1800,24.05,25.38,0,0,0,330.22,3.19,69,100202
20130418:1900,22.74,27.58,0,0,0,327.63,3.26,74,100235
20130418:2000,21.42,29.77,0,0,0,325.05,3.34,80,100268
20130418:2100,20.69,31.46,0,0,0,322.97,3.44,87,100274
20130418:2200,19.95,33.14,0,0,0,320.88,3.55,94,100281
20130418:2300,19.21,34.83,0,0,0,318.8,3.66,100,100287
20130419:0000,18.44,37.1,0,0,0,316.88,3.7,99,100287
20130419:0100,17.68,39.37,0,0,0,314.97,3.75,98,100287
20130419:0200,16.91,41.64,0,0,0,313.05,3.79,96,100287
20130419:0300,16.47,43.04,0,0,0,310.42,3.6,94,100317
20130419:0400,16.03,44.44,0,0,0,307.78,3.4,93,100346
20130419:0500,15.59,45.84,0,0,0,305.15,3.2,91,100376
20130419:0600,17.82,39.5,191,471.04,79,309.23,3.39,91,100392
20130419:0700,20.05,33.15,411,633.48,130,313.32,3.59,92,100409
20130419:0800,22.28,26.81,624,740.8,160,317.4,3.78,92,100425
20130419:0900,23.71,23.85,806,822.11,170,323.38,3.03,90,100366
20130419:1000,25.13,20.88,932,860.22,179,329.37,2.28,87,100307
20130419:1100,26.56,17.92,1004,910.63,162,335.35,1.53,84,100248
20130419:1200,26.96,17.61,990,892.07,171,334.9,1.33,78,100176
20130419:1300,27.36,17.31,898,822.28,194,334.45,1.14,72,100103
20130419:1400,27.76,17,769,808.8,168,334,0.94,67,100031
20130419:1500,27.07,18.1,561,654.69,177,330.93,1.14,67,100018
20130419:1600,26.37,19.19,345,523.64,137,327.87,1.35,68,100005
20130419:1700,25.68,20.29,98,106.37,78,324.8,1.56,68,99991
20130419:1800,24.2,22.31,0,0,0,322.52,2.08,76,100024
20130419:1900,22.73,24.32,0,0,0,320.23,2.6,84,100057
20130419:2000,21.25,26.34,0,0,0,317.95,3.12,91,100090
20130419:2100,20.37,27.16,0,0,0,314.88,3.31,101,100077
20130419:2200,19.49,27.97,0,0,0,311.82,3.51,110,100064
20130419:2300,18.61,28.79,0,0,0,308.75,3.71,119,100051
20130420:0000,17.75,30.05,0,0,0,305.92,3.37,121,100041
20130420:0100,16.9,31.32,0,0,0,303.08,3.02,123,100031
20130420:0200,16.04,32.58,0,0,0,300.25,2.68,125,100021
20130420:0300,15.81,32.64,0,0,0,299.03,2.73,126,100057
20130420:0400,15.58,32.69,0,0,0,297.82,2.79,127,100093
20130420:0500,15.34,32.75,0,0,0,296.6,2.84,128,100130
20130420:0600,18.15,27.98,196,484.23,79,301.98,2.75,126,100159
20130420:0700,20.97,23.2,415,635.18,131,307.37,2.67,124,100189
20130420:0800,23.78,18.43,621,714.79,171,312.75,2.58,123,100218
20130420:0900,25.12,16.95,809,822.93,170,319.15,2.63,117,100156
20130420:1000,26.45,15.46,934,861.12,178,325.55,2.69,111,100093
20130420:1100,27.79,13.98,1033,997.92,108,331.95,2.74,105,100031
20130420:1200,28.35,14.3,987,875.92,181,333.62,2.8,101,99949
20130420:1300,28.92,14.62,910,854.19,177,335.28,2.86,97,99867
20130420:1400,29.48,14.94,762,779.87,181,336.95,2.91,93,99784
20130420:1500,28.68,15.96,560,642.31,182,334.03,2.84,91,99758
20130420:1600,27.87,16.98,349,535.92,135,331.12,2.77,89,99732
20130420:1700,27.07,18,97,99.83,78,328.2,2.7,87,99705
20130420:1800,25.49,19.51,0,0,0,326.1,3.17,88,99742
20130420:1900,23.91,21.01,0,0,0,324,3.64,88,99778
20130420:2000,22.32,22.52,0,0,0,321.9,4.11,88,99814
20130420:2100,21.51,24.02,0,0,0,319.03,4.01,92,99804
20130420:2200,20.69,25.53,0,0,0,316.17,3.91,95,99794
20130420:2300,19.87,27.03,0,0,0,313.3,3.81,98,99784
20130421:0000,19.1,28.52,0,0,0,310.93,3.85,99,99768
20130421:0100,18.33,30.01,0,0,0,308.57,3.9,101,99751
20130421:0200,17.55,31.5,0,0,0,306.2,3.94,102,99735
20130421:0300,17.03,33.65,0,0,0,305.32,4.41,98,99778
20130421:0400,16.51,35.81,0,0,0,304.43,4.88,94,99820
20130421:0500,15.98,37.96,0,0,0,303.55,5.35,90,99863
20130421:0600,18.27,34.47,198,472.69,82,308.18,5.28,88,99880
20130421:0700,20.57,30.97,412,601.43,141,312.82,5.2,86,99896
20130421:0800,22.86,27.48,624,715.99,171,317.45,5.13,85,99913
20130421:0900,24.51,23.91,812,823.82,170,326.62,4.46,85,99844
20130421:1000,26.17,20.33,947,893.89,160,335.78,3.78,86,99774
20130421:1100,27.82,16.76,1024,963.22,129,344.95,3.1,87,99705
20130421:1200,28.58,16.23,1016,960.73,130,349.47,2.46,41,99604
20130421:1300,29.33,15.7,917,870.89,168,353.98,1.82,356,99502
20130421:1400,30.09,15.17,793,887.69,130,358.5,1.17,311,99400
20130421:1500,29.37,16.18,526,511.48,224,350.87,1.62,329,99380
20130421:1600,28.65,17.19,331,435.99,156,343.23,2.06,347,99360
20130421:1700,27.93,18.2,149,446.52,63,335.6,2.51,5,99341
20130421:1800,26.64,21.37,0,0,0,334.45,4.34,20,99393
20130421:1900,25.35,24.54,0,0,0,333.3,6.17,36,99446
20130421:2000,24.05,27.71,0,0,0,332.15,8,51,99498
20130421:2100,23.03,36.35,0,0,0,330.5,8.01,59,99521
20130421:2200,22,44.98,0,0,0,328.85,8.03,66,99544
20130421:2300,20.97,53.62,0,0,0,327.2,8.04,74,99567
20130422:0000,19.5,58.06,0,0,0,323.45,8.03,69,99587
20130422:0100,18.03,62.51,0,0,0,319.7,8.01,64,99607
20130422:0200,16.56,66.95,0,0,0,315.95,8,59,99627
20130422:0300,15.83,66.39,0,0,0,313.02,7.92,55,99659
20130422:0400,15.1,65.83,0,0,0,310.08,7.84,52,99692
20130422:0500,14.37,65.27,0,0,0,307.15,7.77,49,99725
20130422:0600,15.59,58.26,199,457.61,85,309.95,8.25,50,99735
20130422:0700,16.81,51.25,406,557.28,153,312.75,8.73,51,99745
20130422:0800,18.03,44.24,536,410.53,275,315.55,9.21,52,99755
20130422:0900,19.48,39.89,725,548.57,296,323.13,8.8,53,99692
20130422:1000,20.92,35.53,867,653.56,290,330.72,8.39,54,99630
20130422:1100,22.37,31.18,934,694.69,287,338.3,7.97,55,99567
20130422:1200,22.89,29.89,1032,1007.34,101,342.52,7.86,51,99525
20130422:1300,23.42,28.61,878,747.16,234,346.73,7.75,47,99482
20130422:1400,23.94,27.32,766,779.98,182,350.95,7.64,44,99439
20130422:1500,23.56,28.94,560,631.38,186,349.35,7.67,46,99439
20130422:1600,23.17,30.57,353,537.86,136,347.75,7.71,49,99439
20130422:1700,22.79,32.19,101,102.63,81,346.15,7.74,51,99439
20130422:1800,21.96,35.32,0,0,0,343.7,7.81,56,99534
20130422:1900,21.13,38.46,0,0,0,341.25,7.89,61,99630
20130422:2000,20.3,41.59,0,0,0,338.8,7.96,67,99725
20130422:2100,19.13,44.7,0,0,0,333.5,7.45,67,99755
20130422:2200,17.96,47.81,0,0,0,328.2,6.94,68,99784
20130422:2300,16.79,50.92,0,0,0,322.9,6.43,69,99814
20130423:0000,15.81,52.54,0,0,0,319.4,6.59,66,99811
20130423:0100,14.83,54.16,0,0,0,315.9,6.75,63,99807
20130423:0200,13.85,55.78,0,0,0,312.4,6.91,60,99804
20130423:0300,13.47,54.9,0,0,0,308.97,6.75,59,99840
20130423:0400,13.09,54.01,0,0,0,305.53,6.59,57,99876
20130423:0500,12.71,53.13,0,0,0,302.1,6.43,56,99913
20130423:0600,13.95,47.92,90,11.87,87,306.88,7.12,56,99942
20130423:0700,15.19,42.7,446,752.21,102,311.67,7.82,55,99972
20130423:0800,16.43,37.49,631,717.02,173,316.45,8.51,55,100001
20130423:0900,17.66,33.96,651,365.74,364,325.53,8.29,52,99949
20130423:1000,18.88,30.42,833,562.56,335,334.62,8.06,50,99896
20130423:1100,20.11,26.89,963,768.09,246,343.7,7.83,47,99844
20130423:1200,20.53,26.79,862,533.39,368,351.73,8.68,50,99765
20130423:1300,20.96,26.68,588,160.92,449,359.77,9.52,52,99686
20130423:1400,21.38,26.58,797,888.67,130,367.8,10.36,54,99607
